SNP PROB LOG_PO Q_VALUE ALPHA FST SELECTION
1-1820550 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1820867 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1823687 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-1823743 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1827014 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1828304 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-1830449 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1831460 0.00030003 -3.5227 0.9776 -3e-04 0.00476 balancing
1-1831587 0.00030003 -3.5227 0.9776 -1e-04 0.004761 balancing
1-1833682 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1833971 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-1834218 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-1834985 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1836645 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1837196 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1838765 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1839302 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1839665 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1840404 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1842109 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1842570 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1842719 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1842975 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1845073 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1845485 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1845508 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1845732 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1846653 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1848310 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1849876 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1850111 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1851228 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-1851289 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-1851931 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1851976 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1852291 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1852932 0.00040004 -3.3977 0.9304 -2e-04 0.00476 balancing
1-1853902 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1855972 0.00030003 -3.5227 0.9776 -1e-04 0.004761 balancing
1-1856390 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1856602 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1857151 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1857819 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1858188 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1858681 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1859350 0.00020002 -3.6988 0.9926 -1e-04 0.004761 balancing
1-1860759 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1860761 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1860903 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-1861119 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1861177 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1861619 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1862449 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1869118 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1870050 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1870623 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1870643 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-1870943 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1871218 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1871810 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1876484 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1880937 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1881089 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1881170 0.00040004 -3.3977 0.9304 -1e-04 0.00476 balancing
1-1881278 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1883520 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1884109 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1884192 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-1884847 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1898769 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1898878 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1916030 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1916094 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1916564 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1916571 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1916573 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-1916699 0.00040004 -3.3977 0.9304 -3e-04 0.00476 balancing
1-1917658 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1917713 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1917953 0.00010001 -3.9999 0.9969 -3e-04 0.00476 balancing
1-1918559 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1918614 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1918813 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1919415 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1921469 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1924130 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1932206 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1932341 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1936488 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-1936818 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1937640 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1938747 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1939372 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1939853 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-1940268 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1940477 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1942896 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1943093 0.00020002 -3.6988 0.9926 -1e-04 0.004761 balancing
1-1945709 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-1945949 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1948153 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1948199 0.00020002 -3.6988 0.9926 -4e-04 0.00476 balancing
1-1951235 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-1951365 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1952932 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1953772 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1954631 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1955451 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-1955476 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1955496 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1956374 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1956418 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1956585 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1957062 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1957123 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1957131 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-1957140 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1957141 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-1958928 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1959456 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1961730 0.00030003 -3.5227 0.9776 -3e-04 0.00476 balancing
1-1962610 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1962619 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1962676 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1963070 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-1963448 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1963674 0.00030003 -3.5227 0.9776 -1e-04 0.004761 balancing
1-1963989 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1964134 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1965573 0.00040004 -3.3977 0.9304 -4e-04 0.00476 balancing
1-1965781 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1966398 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1967052 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1967110 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1967129 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1969157 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1969243 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1969580 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1969620 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1970109 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1970246 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1970932 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1971293 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1971624 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1971677 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1971939 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1974588 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1975421 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1975423 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1975825 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1979944 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1979990 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1980318 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1980475 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1980481 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1980950 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1982123 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1982880 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1983001 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1986922 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1988307 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1988868 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1989888 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1990095 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1991263 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1991287 0.00030003 -3.5227 0.9776 -1e-04 0.004761 balancing
1-1991320 0.00020002 -3.6988 0.9926 -4e-04 0.00476 balancing
1-1993631 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1994274 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1994342 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-1994786 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1995585 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1996321 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-1996679 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-1996709 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1996817 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1997937 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-1998603 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-1998800 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2000034 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2000039 0.00040004 -3.3977 0.9304 -2e-04 0.00476 balancing
1-2000356 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2000502 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2003633 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2003849 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-2004430 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2006096 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2006424 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2006746 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2006766 0.00030003 -3.5227 0.9776 -3e-04 0.00476 balancing
1-2006896 0.00040004 -3.3977 0.9304 -3e-04 0.00476 balancing
1-2007262 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2009859 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2010043 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2010652 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2011500 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2013959 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2014700 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-2015437 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-2018083 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2018897 0.00040004 -3.3977 0.9304 -4e-04 0.00476 balancing
1-2018967 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2019385 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-2019393 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2019445 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2019634 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-2019637 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2019918 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2019944 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2022097 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2022210 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2022550 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2023438 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2023462 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2024078 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-2024212 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2025149 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-2025522 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-2026755 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-2027020 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-2027308 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2027470 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2027498 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2028737 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2029448 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-2029490 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-2030118 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2030433 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2030477 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-2034429 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2035255 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2038374 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-2039321 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-2040347 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-2042379 0.00020002 -3.6988 0.9926 -1e-04 0.004761 balancing
1-2043317 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2043852 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2046615 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2047624 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-2048425 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2053311 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2053385 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2053440 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-2055644 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-2056667 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-2058669 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2063714 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2063868 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2064139 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2064590 0.00040004 -3.3977 0.9304 -1e-04 0.00476 balancing
1-2067900 0.00030003 -3.5227 0.9776 -3e-04 0.00476 balancing
1-2068302 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2069939 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-2071539 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-2071564 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-2072337 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2072338 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2074473 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-2075304 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2075907 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2078071 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-2081553 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2084278 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2089132 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2089770 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2089772 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2089878 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-2091175 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-2093232 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2095261 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2095908 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2096294 0.00030003 -3.5227 0.9776 -1e-04 0.004761 balancing
1-2096893 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-2105241 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2106410 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2107574 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2108619 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-2108690 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2110435 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2110451 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2112500 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-2112571 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-2112705 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2113280 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-2113349 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2113866 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2114234 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2118904 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-2120736 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2138159 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2138533 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-2143617 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2154633 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-2155200 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2169386 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2170276 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2170297 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2175723 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2176102 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2179611 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2185403 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2187879 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-2192959 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2193343 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2195857 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2196986 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-2199930 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-2202287 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-2202290 0.00020002 -3.6988 0.9926 -1e-04 0.004761 balancing
1-2205144 0.00020002 -3.6988 0.9926 -4e-04 0.00476 balancing
1-2207301 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-2209012 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2209286 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2212165 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2215224 0.00010001 -3.9999 0.9969 -3e-04 0.00476 balancing
1-2221690 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-2221737 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2223062 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2224403 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2226667 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2228570 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-2230375 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-2231076 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2232666 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2232819 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-2234426 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2236571 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2237013 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2238318 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2238598 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2245914 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2245940 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-2251602 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2252665 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2258325 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-2259658 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2259660 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2259745 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2259761 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2261897 0.00030003 -3.5227 0.9776 -2e-04 0.004761 balancing
1-2263488 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2275389 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-2276041 0.00040004 -3.3977 0.9304 -2e-04 0.00476 balancing
1-2277181 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-2277661 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-2278371 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2279147 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2279805 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-2280668 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-2281073 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-2283130 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-2285039 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2285701 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2289118 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-2290179 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2290811 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-2290859 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2294089 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-2294611 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-2300131 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2300818 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2301281 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-2304035 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-2304566 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2305642 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-2305680 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-2306054 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
