SNP PROB LOG_PO Q_VALUE ALPHA FST SELECTION
1-1917541 0 -1000 0.9981 0 0.00476 neutral
1-1917642 0 -1000 0.9981 0 0.00476 neutral
1-1917919 0 -1000 0.9981 0 0.00476 neutral
1-1917931 0 -1000 0.9981 0 0.00476 neutral
1-1917945 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1917989 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1918299 0 -1000 0.9981 0 0.00476 neutral
1-1918302 0 -1000 0.9981 0 0.00476 neutral
1-1918595 0.00040004 -3.3977 0.9304 4e-04 0.004765 neutral
1-1918657 0 -1000 0.9981 0 0.00476 neutral
1-1918708 0.00050005 -3.3008 0.8534 6e-04 0.004765 neutral
1-1919093 0.00030003 -3.5227 0.9776 1e-04 0.004761 neutral
1-1919311 0 -1000 0.9981 0 0.00476 neutral
1-1919448 0 -1000 0.9981 0 0.00476 neutral
1-1919496 0.00020002 -3.6988 0.9926 2e-04 0.004762 neutral
1-1920620 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1921474 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1921549 0 -1000 0.9981 0 0.00476 neutral
1-1921877 0.00030003 -3.5227 0.9776 2e-04 0.004763 neutral
1-1921903 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1921994 0 -1000 0.9981 0 0.00476 neutral
1-1922475 0 -1000 0.9981 0 0.00476 neutral
1-1923506 0 -1000 0.9981 0 0.00476 neutral
1-1924128 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1924388 0 -1000 0.9981 0 0.00476 neutral
1-1924423 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-1924441 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-1924457 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1924588 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1924602 0 -1000 0.9981 0 0.00476 neutral
1-1924631 0 -1000 0.9981 0 0.00476 neutral
1-1932163 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1932184 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1932258 0 -1000 0.9981 0 0.00476 neutral
1-1932322 0 -1000 0.9981 0 0.00476 neutral
1-1932329 0 -1000 0.9981 0 0.00476 neutral
1-1935013 0.00030003 -3.5227 0.9776 0 0.004761 neutral
1-1936017 0 -1000 0.9981 0 0.00476 neutral
1-1936064 0.00030003 -3.5227 0.9776 0 0.004761 neutral
1-1936438 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1936473 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-1936474 0 -1000 0.9981 0 0.00476 neutral
1-1936817 0 -1000 0.9981 0 0.00476 neutral
1-1936927 0.00050005 -3.3008 0.8534 8e-04 0.00477 neutral
1-1936962 0 -1000 0.9981 0 0.00476 neutral
1-1937469 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-1938721 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1938780 0 -1000 0.9981 0 0.00476 neutral
1-1938830 0.00010001 -3.9999 0.9969 2e-04 0.004763 neutral
1-1938847 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1939365 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1939398 0 -1000 0.9981 0 0.00476 neutral
1-1939944 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1940266 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1940428 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1940466 0.00030003 -3.5227 0.9776 0 0.004761 neutral
1-1940467 0.00020002 -3.6988 0.9926 1e-04 0.004762 neutral
1-1941335 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1941377 0 -1000 0.9981 0 0.00476 neutral
1-1941829 0.00040004 -3.3977 0.9304 2e-04 0.004762 neutral
1-1941879 0.00030003 -3.5227 0.9776 0 0.004761 neutral
1-1942411 0.00030003 -3.5227 0.9776 2e-04 0.004762 neutral
1-1942541 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1942677 0 -1000 0.9981 0 0.00476 neutral
1-1942708 0 -1000 0.9981 0 0.00476 neutral
1-1942719 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1943251 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-1944792 0.0025003 -2.6009 0.347 0.0054 0.004867 neutral
1-1945643 0 -1000 0.9981 0 0.00476 neutral
1-1945798 0 -1000 0.9981 0 0.00476 neutral
1-1945952 0 -1000 0.9981 0 0.00476 neutral
1-1946147 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1946150 0.00030003 -3.5227 0.9776 3e-04 0.004763 neutral
1-1946731 0 -1000 0.9981 0 0.00476 neutral
1-1947027 0 -1000 0.9981 0 0.00476 neutral
1-1947438 0 -1000 0.9981 0 0.00476 neutral
1-1947484 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1947583 0 -1000 0.9981 0 0.00476 neutral
1-1947600 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-1947601 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1947662 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-1948124 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1948180 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-1948277 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1948282 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1948345 0 -1000 0.9981 0 0.00476 neutral
1-1948693 0 -1000 0.9981 0 0.00476 neutral
1-1948721 0 -1000 0.9981 0 0.00476 neutral
1-1949076 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-1949177 0 -1000 0.9981 0 0.00476 neutral
1-1950530 0 -1000 0.9981 0 0.00476 neutral
1-1950961 0 -1000 0.9981 0 0.00476 neutral
1-1951016 0 -1000 0.9981 0 0.00476 neutral
1-1951212 0 -1000 0.9981 0 0.00476 neutral
1-1951217 0 -1000 0.9981 0 0.00476 neutral
1-1951221 0 -1000 0.9981 0 0.00476 neutral
1-1951256 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1951276 0 -1000 0.9981 0 0.00476 neutral
1-1951347 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1951661 0 -1000 0.9981 0 0.00476 neutral
1-1951720 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1951772 0 -1000 0.9981 0 0.00476 neutral
1-1951797 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1951806 0 -1000 0.9981 0 0.00476 neutral
1-1951854 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1952606 0 -1000 0.9981 0 0.00476 neutral
1-1952638 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1952673 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1952678 0 -1000 0.9981 0 0.00476 neutral
1-1952679 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-1953467 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-1953525 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1953557 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1954769 0 -1000 0.9981 0 0.00476 neutral
1-1954785 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-1955515 0.00040004 -3.3977 0.9304 2e-04 0.004762 neutral
1-1955577 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1955626 0 -1000 0.9981 0 0.00476 neutral
1-1955637 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1956027 0 -1000 0.9981 0 0.00476 neutral
1-1956043 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1956254 0 -1000 0.9981 0 0.00476 neutral
1-1956402 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1956538 0 -1000 0.9981 0 0.00476 neutral
1-1956554 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-1956594 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1956671 0 -1000 0.9981 0 0.00476 neutral
1-1956672 0 -1000 0.9981 0 0.00476 neutral
1-1957115 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1958143 0.00030003 -3.5227 0.9776 3e-04 0.004765 neutral
1-1958309 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1958884 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1958905 0 -1000 0.9981 0 0.00476 neutral
1-1959005 0 -1000 0.9981 0 0.00476 neutral
1-1959066 0 -1000 0.9981 0 0.00476 neutral
1-1960161 0 -1000 0.9981 0 0.00476 neutral
1-1960394 0 -1000 0.9981 0 0.00476 neutral
1-1960441 0 -1000 0.9981 0 0.00476 neutral
1-1960983 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1961575 0 -1000 0.9981 0 0.00476 neutral
1-1961682 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-1961701 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1962055 0 -1000 0.9981 0 0.00476 neutral
1-1962061 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1962090 0 -1000 0.9981 0 0.00476 neutral
1-1962195 0 -1000 0.9981 0 0.00476 neutral
1-1962203 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1962219 0 -1000 0.9981 0 0.00476 neutral
1-1962241 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-1962284 0 -1000 0.9981 0 0.00476 neutral
1-1962334 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1962376 0 -1000 0.9981 0 0.00476 neutral
1-1962551 0 -1000 0.9981 0 0.00476 neutral
1-1962682 0.00030003 -3.5227 0.9776 2e-04 0.004762 neutral
1-1962683 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1963019 0 -1000 0.9981 0 0.00476 neutral
1-1963185 0 -1000 0.9981 0 0.00476 neutral
1-1963206 0 -1000 0.9981 0 0.00476 neutral
1-1963257 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1963602 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-1963699 0 -1000 0.9981 0 0.00476 neutral
1-1964069 0.00010001 -3.9999 0.9969 2e-04 0.004762 neutral
1-1964080 0 -1000 0.9981 0 0.00476 neutral
1-1964379 0 -1000 0.9981 0 0.00476 neutral
1-1964447 0 -1000 0.9981 0 0.00476 neutral
1-1964460 0 -1000 0.9981 0 0.00476 neutral
1-1964515 0 -1000 0.9981 0 0.00476 neutral
1-1965186 0 -1000 0.9981 0 0.00476 neutral
1-1965412 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1965490 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1965520 0.00030003 -3.5227 0.9776 1e-04 0.004761 neutral
1-1965570 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1965578 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1965592 0 -1000 0.9981 0 0.00476 neutral
1-1965777 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1965882 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-1965888 0 -1000 0.9981 0 0.00476 neutral
1-1965916 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1966097 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1966103 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1966266 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1966302 0.00020002 -3.6988 0.9926 1e-04 0.004762 neutral
1-1966392 0 -1000 0.9981 0 0.00476 neutral
1-1966705 0 -1000 0.9981 0 0.00476 neutral
1-1966758 0 -1000 0.9981 0 0.00476 neutral
1-1967007 0 -1000 0.9981 0 0.00476 neutral
1-1967109 0 -1000 0.9981 0 0.00476 neutral
1-1967283 0 -1000 0.9981 0 0.00476 neutral
1-1967291 0 -1000 0.9981 0 0.00476 neutral
1-1967460 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1967566 0 -1000 0.9981 0 0.00476 neutral
1-1967790 0 -1000 0.9981 0 0.00476 neutral
1-1968096 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-1968429 0 -1000 0.9981 0 0.00476 neutral
1-1968546 0.00020002 -3.6988 0.9926 2e-04 0.004762 neutral
1-1968651 0 -1000 0.9981 0 0.00476 neutral
1-1968691 0 -1000 0.9981 0 0.00476 neutral
1-1968707 0 -1000 0.9981 0 0.00476 neutral
1-1968911 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1969544 0 -1000 0.9981 0 0.00476 neutral
1-1969574 0 -1000 0.9981 0 0.00476 neutral
1-1970098 0 -1000 0.9981 0 0.00476 neutral
1-1970237 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1970277 0 -1000 0.9981 0 0.00476 neutral
1-1970525 0 -1000 0.9981 0 0.00476 neutral
1-1970752 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1970794 0 -1000 0.9981 0 0.00476 neutral
1-1970907 0 -1000 0.9981 0 0.00476 neutral
1-1970995 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-1971000 0 -1000 0.9981 0 0.00476 neutral
1-1971598 0 -1000 0.9981 0 0.00476 neutral
1-1971985 0 -1000 0.9981 0 0.00476 neutral
1-1972094 0 -1000 0.9981 0 0.00476 neutral
1-1972160 0 -1000 0.9981 0 0.00476 neutral
1-1972494 0 -1000 0.9981 0 0.00476 neutral
1-1972700 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1972703 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-1972753 0 -1000 0.9981 0 0.00476 neutral
1-1972773 0 -1000 0.9981 0 0.00476 neutral
1-1972933 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-1973415 0 -1000 0.9981 0 0.00476 neutral
1-1973557 0 -1000 0.9981 0 0.00476 neutral
1-1973610 0 -1000 0.9981 0 0.00476 neutral
1-1974160 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-1974191 0 -1000 0.9981 0 0.00476 neutral
1-1974586 0 -1000 0.9981 0 0.00476 neutral
1-1974745 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-1975043 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1975422 0 -1000 0.9981 0 0.00476 neutral
1-1975459 0 -1000 0.9981 0 0.00476 neutral
1-1975461 0 -1000 0.9981 0 0.00476 neutral
1-1975485 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1978415 0 -1000 0.9981 0 0.00476 neutral
1-1978465 0 -1000 0.9981 0 0.00476 neutral
1-1979964 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1980041 0 -1000 0.9981 0 0.00476 neutral
1-1980106 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1980119 0 -1000 0.9981 0 0.00476 neutral
1-1980480 0.00020002 -3.6988 0.9926 2e-04 0.004762 neutral
1-1982473 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-1982509 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-1982850 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-1982879 0 -1000 0.9981 0 0.00476 neutral
1-1983365 0 -1000 0.9981 0 0.00476 neutral
1-1983794 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1983811 0 -1000 0.9981 0 0.00476 neutral
1-1983970 0 -1000 0.9981 0 0.00476 neutral
1-1983979 0 -1000 0.9981 0 0.00476 neutral
1-1984951 0 -1000 0.9981 0 0.00476 neutral
1-1985070 0 -1000 0.9981 0 0.00476 neutral
1-1986873 0 -1000 0.9981 0 0.00476 neutral
1-1988325 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-1988339 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1988702 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1989740 0 -1000 0.9981 0 0.00476 neutral
1-1989910 0 -1000 0.9981 0 0.00476 neutral
1-1990113 0 -1000 0.9981 0 0.00476 neutral
1-1990182 0 -1000 0.9981 0 0.00476 neutral
1-1990203 0 -1000 0.9981 0 0.00476 neutral
1-1990248 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-1991141 0 -1000 0.9981 0 0.00476 neutral
1-1991159 0 -1000 0.9981 0 0.00476 neutral
1-1991292 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-1991472 0 -1000 0.9981 0 0.00476 neutral
1-1992260 0 -1000 0.9981 0 0.00476 neutral
1-1992276 0 -1000 0.9981 0 0.00476 neutral
1-1992467 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1992780 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1993302 0 -1000 0.9981 0 0.00476 neutral
1-1993342 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-1993641 0.00020002 -3.6988 0.9926 1e-04 0.004762 neutral
1-1994243 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-1994246 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1994391 0 -1000 0.9981 0 0.00476 neutral
1-1994512 0 -1000 0.9981 0 0.00476 neutral
1-1995060 0 -1000 0.9981 0 0.00476 neutral
1-1995589 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1995655 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1995806 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1995807 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-1996018 0 -1000 0.9981 0 0.00476 neutral
1-1996078 0 -1000 0.9981 0 0.00476 neutral
1-1996092 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-1996484 0 -1000 0.9981 0 0.00476 neutral
1-1996501 0 -1000 0.9981 0 0.00476 neutral
1-1996509 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1996556 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1996704 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-1997407 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1997411 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-1997918 0 -1000 0.9981 0 0.00476 neutral
1-1997922 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-1998127 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-1998558 0 -1000 0.9981 0 0.00476 neutral
1-1998921 0 -1000 0.9981 0 0.00476 neutral
1-1999518 0 -1000 0.9981 0 0.00476 neutral
1-1999527 0 -1000 0.9981 0 0.00476 neutral
1-2000071 0 -1000 0.9981 0 0.00476 neutral
1-2000226 0 -1000 0.9981 0 0.00476 neutral
1-2000288 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-2000382 0 -1000 0.9981 0 0.00476 neutral
1-2000430 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-2000891 0 -1000 0.9981 0 0.00476 neutral
1-2002275 0 -1000 0.9981 0 0.00476 neutral
1-2002290 0 -1000 0.9981 0 0.00476 neutral
1-2002881 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-2002948 0 -1000 0.9981 0 0.00476 neutral
1-2003335 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-2003352 0 -1000 0.9981 0 0.00476 neutral
1-2003643 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-2003847 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-2003851 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-2003902 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-2004099 0 -1000 0.9981 0 0.00476 neutral
1-2004130 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-2004135 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-2004432 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-2004433 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-2004987 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-2004994 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-2004995 0.00030003 -3.5227 0.9776 0 0.004761 neutral
1-2005392 0 -1000 0.9981 0 0.00476 neutral
1-2005402 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-2005604 0 -1000 0.9981 0 0.00476 neutral
1-2006146 0 -1000 0.9981 0 0.00476 neutral
1-2006158 0 -1000 0.9981 0 0.00476 neutral
1-2006755 0 -1000 0.9981 0 0.00476 neutral
1-2006843 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-2006888 0.00010001 -3.9999 0.9969 2e-04 0.004762 neutral
1-2007121 0 -1000 0.9981 0 0.00476 neutral
1-2007322 0 -1000 0.9981 0 0.00476 neutral
1-2007794 0 -1000 0.9981 0 0.00476 neutral
1-2007804 0 -1000 0.9981 0 0.00476 neutral
1-2007807 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-2008186 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-2008195 0 -1000 0.9981 0 0.00476 neutral
1-2008249 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-2008427 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-2009390 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-2009418 0 -1000 0.9981 0 0.00476 neutral
1-2009424 0 -1000 0.9981 0 0.00476 neutral
1-2009425 0.00030003 -3.5227 0.9776 4e-04 0.004764 neutral
1-2009723 0 -1000 0.9981 0 0.00476 neutral
1-2009728 0 -1000 0.9981 0 0.00476 neutral
1-2009762 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-2009778 0 -1000 0.9981 0 0.00476 neutral
1-2009851 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-2010041 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-2010042 0.00030003 -3.5227 0.9776 0 0.004761 neutral
1-2010688 0 -1000 0.9981 0 0.00476 neutral
1-2010690 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-2011452 0 -1000 0.9981 0 0.00476 neutral
1-2011460 0 -1000 0.9981 0 0.00476 neutral
1-2012099 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-2012114 0 -1000 0.9981 0 0.00476 neutral
1-2012127 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-2012953 0 -1000 0.9981 0 0.00476 neutral
1-2013790 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-2013832 0 -1000 0.9981 0 0.00476 neutral
1-2013856 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-2013858 0 -1000 0.9981 0 0.00476 neutral
1-2013880 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-2013963 0 -1000 0.9981 0 0.00476 neutral
1-2014059 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-2014073 0 -1000 0.9981 0 0.00476 neutral
1-2014165 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-2014181 0 -1000 0.9981 0 0.00476 neutral
1-2014575 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-2014661 0.00030003 -3.5227 0.9776 1e-04 0.004762 neutral
1-2014679 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-2014704 0 -1000 0.9981 0 0.00476 neutral
1-2014875 0 -1000 0.9981 0 0.00476 neutral
1-2015385 0 -1000 0.9981 0 0.00476 neutral
1-2015387 0 -1000 0.9981 0 0.00476 neutral
1-2015838 0 -1000 0.9981 0 0.00476 neutral
1-2016242 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-2016268 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-2016942 0 -1000 0.9981 0 0.00476 neutral
1-2017088 0.00020002 -3.6988 0.9926 2e-04 0.004762 neutral
1-2017694 0 -1000 0.9981 0 0.00476 neutral
1-2017992 0 -1000 0.9981 0 0.00476 neutral
1-2018184 0.00020002 -3.6988 0.9926 2e-04 0.004762 neutral
1-2018539 0 -1000 0.9981 0 0.00476 neutral
1-2018639 0 -1000 0.9981 0 0.00476 neutral
1-2018946 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-2018966 0 -1000 0.9981 0 0.00476 neutral
1-2019635 0 -1000 0.9981 0 0.00476 neutral
1-2019658 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-2019703 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-2019738 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-2019780 0.00020002 -3.6988 0.9926 2e-04 0.004762 neutral
1-2019878 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-2019914 0 -1000 0.9981 0 0.00476 neutral
1-2019917 0 -1000 0.9981 0 0.00476 neutral
1-2020606 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-2020618 0 -1000 0.9981 0 0.00476 neutral
1-2020639 0 -1000 0.9981 0 0.00476 neutral
1-2020674 0 -1000 0.9981 0 0.00476 neutral
1-2021183 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-2021281 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-2021286 0 -1000 0.9981 0 0.00476 neutral
1-2021578 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-2022188 0 -1000 0.9981 0 0.00476 neutral
1-2022200 0 -1000 0.9981 0 0.00476 neutral
1-2022366 0 -1000 0.9981 0 0.00476 neutral
1-2022452 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-2022774 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-2022931 0.00030003 -3.5227 0.9776 3e-04 0.004764 neutral
1-2023225 0.00050005 -3.3008 0.8534 5e-04 0.004765 neutral
1-2023421 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-2023866 0.00020002 -3.6988 0.9926 0 0.004762 neutral
1-2024060 0 -1000 0.9981 0 0.00476 neutral
1-2024122 0 -1000 0.9981 0 0.00476 neutral
1-2025142 0 -1000 0.9981 0 0.00476 neutral
1-2025165 0 -1000 0.9981 0 0.00476 neutral
1-2025176 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-2025181 0 -1000 0.9981 0 0.00476 neutral
1-2025311 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-2026529 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-2026602 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-2026639 0 -1000 0.9981 0 0.00476 neutral
1-2026680 0 -1000 0.9981 0 0.00476 neutral
1-2026775 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-2027026 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-2027196 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-2027471 0 -1000 0.9981 0 0.00476 neutral
1-2027605 0.00030003 -3.5227 0.9776 2e-04 0.004762 neutral
1-2028093 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-2028108 0 -1000 0.9981 0 0.00476 neutral
1-2028130 0 -1000 0.9981 0 0.00476 neutral
1-2028395 0.00030003 -3.5227 0.9776 2e-04 0.004762 neutral
1-2028397 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-2028622 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-2028726 0 -1000 0.9981 0 0.00476 neutral
1-2028984 0 -1000 0.9981 0 0.00476 neutral
1-2028985 0.00040004 -3.3977 0.9304 5e-04 0.004767 neutral
1-2029007 0.0021002 -2.6768 0.409 0.0036 0.004811 neutral
1-2029037 0.0051005 -2.2902 0.2004 0.0097 0.00491 neutral
1-2029388 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-2029464 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-2029602 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-2029716 0.00050005 -3.3008 0.8534 3e-04 0.004763 neutral
